RS No.,Company Name,Business Registration No.,Registered Address,Office Contact Number,Office Fax Number,Office E-mail,Date of Registration,Expiry Date of Current Registration,Registered Trades (Code :: Specialty)
R010879,Hop Lee Builders Company Limited,21724768,"12/F, Comweb Plaza, No. 12, Cheung Yue Street, Sham Shui Po, Kowloon",23561233,27119965,info@hoplee.hk,1 Feb 2024,31 Jan 2027,"01.10 Other Structural and Civil Trades :: Expansion joints | 02.02 Marble, Granite and Stone Work :: Marble/granite work | 02.04 Window Fabrication and Installation :: Aluminum window/louvers | 02.04 Window Fabrication and Installation :: Steel windows/louvers | 02.05 Shutters/Doors Fabrication and Installation :: Timber doors | 02.05 Shutters/Doors Fabrication and Installation :: Metal doors | 02.05 Shutters/Doors Fabrication and Installation :: Stainless steel door | 02.05 Shutters/Doors Fabrication and Installation :: Roller and folding security shutter | 02.05 Shutters/Doors Fabrication and Installation :: Fire rated door | 02.06 Tanking and Waterproofing | 02.10 Other Finishing Trades and Components :: Glazier work | 02.10 Other Finishing Trades and Components :: Ironmongery | 02.10 Other Finishing Trades and Components :: Dry wall system | 02.10 Other Finishing Trades and Components :: Signage and graphics | 02.10 Other Finishing Trades and Components :: Miscellaneous work | 03.04 Electrical | 04.04 Hoarding | 04.05 Temporary Water Supply Installations | 04.06 Temporary Electricity Installations | 04.07 Temporary Protective and Safety Measures | 04.07 Temporary Protective and Safety Measures :: Temporary fences for unfenced edges | 04.08 Miscellaneous Cleaning Services | 04.08 Miscellaneous Cleaning Services :: Cleaning of completed building units prior to handing over to individual owners"
R011538,Hop Fook Engineering Company,54373546,"Room 1105, Ming Yu House, Kin Ming Estate, Tiu Keng Leng, Sai Kung, NT",92613958,,ahpan1965@gmail.com,13 Dec 2025,12 Dec 2028,01.10 Other Structural and Civil Trades :: Expansion joints
R012287,Cheung Fai Industries Limited,71615620,"Unit 2107, 21/F, Metro Loft, 38, Kwai Hei Street, Kwai Tsing, N.T.",26832238,,info@cheungfai.hk,19 Aug 2025,18 Aug 2028,01.10 Other Structural and Civil Trades :: Expansion joints | 01.10 Other Structural and Civil Trades :: Concrete repair | 02.06 Tanking and Waterproofing
R017190,Neue Loesung International Limited,70537324,"Room A11, 6/F, Block A, Proficient Industrial Centre, 6, Wang Kwun Road, Kowloon Bay, Kowloon",35869800,35002632,info@neueloesung.com,6 Jul 2021,5 Jul 2026,01.10 Other Structural and Civil Trades :: Expansion joints
R018944,Grandrich Building Materials Limited,32635536,"Room 16, Block G, 7/F, East Sun Industrial Center, 16, Shing Yip Street, Kwun Tong, Kowloon",26205382,39000563,sales@grandrich.com.hk,16 May 2024,15 May 2027,01.10 Other Structural and Civil Trades :: Expansion joints
R018989,Hugh Wealth Limited,36997146,"Flat A, 23/F, Tower 2, Century Gateway, 83, TM Heung Sze Wui Road, Tuen Mun, NT",93290332,,ckyau.03hy2023@gmail.com,26 Jun 2024,25 Jun 2027,01.10 Other Structural and Civil Trades :: Expansion joints | 01.10 Other Structural and Civil Trades :: Concrete repair | 02.10 Other Finishing Trades and Components :: Others(Anti-slip coating)
R019441,Wing Ming Engineering & Enterprises Company Limited,70535021,"Room A4, 5/F, Block A, Victoriors Factory Building, 35, Tseuk Luk Street, Wong Tai Sin, Kowloon",21890005,31650002,choi@wingmingengineering.com,11 Apr 2025,10 Apr 2028,01.10 Other Structural and Civil Trades :: Expansion joints | 02.06 Tanking and Waterproofing
R000174,Marvel Harvest Ltd,07571981,"Unit A2, 15/F, Block A, Fortune Factory Building, 40, Lee Chung Street, Eastern, Hong Kong",28112887,25657195,info@marvelharvest.com,6 Apr 2026,5 Apr 2029,01.10 Other Structural and Civil Trades :: Concrete repair | 02.06 Tanking and Waterproofing
R000213,Sun Chung Kee Company Limited,32650817,"Unit 1206, 12/F, CCT Telecom Building, 11, Wo Shing Street, Fotan, Shatin, New Territories",28662992,28669008,info@sunchungkee.com,30 Apr 2026,29 Apr 2029,01.10 Other Structural and Civil Trades :: Concrete repair | 02.06 Tanking and Waterproofing
R000412,Wah Wan Engineering Co,09649798,"Flat G, 15/F, Block 5, Verbena Heights, 8, Mau Tai Road, Sai Kung, New Territories",90963312,,wahwanengco@gmail.com,19 May 2026,18 May 2029,01.10 Other Structural and Civil Trades :: Concrete repair | 01.10 Other Structural and Civil Trades :: Others(Concrete Coring & Saw Cutting) | 02.10 Other Finishing Trades and Components :: Miscellaneous work
R000764,"Nga Luen Construction & Engineering Co., Limited",17964063,"Flat/Room B, 16/F, Galaxy Factory Building, 25-27, Luk Hop Street, Wong Tai Sin, Kowloon",24273788,24273700,nlce@ngaluen.com.hk,7 Oct 2023,6 Oct 2026,01.10 Other Structural and Civil Trades :: Concrete repair | 02.06 Tanking and Waterproofing | 03.04 Electrical
R001292,Fineway Engineering Limited,13270585,"Flat 418, 4/F, World-wide Industrial Centre, 43-47, Shan Mei Street, Fotan, Shatin, N.T.",26026381,26032263,fineway@fineway.com.hk,14 Dec 2021,13 Dec 2026,01.10 Other Structural and Civil Trades :: Concrete repair | 02.06 Tanking and Waterproofing
R001326,Wheeler Waterproofing (S&C) Limited,12006551,"Flat C, 1/F, Startex Industrial Building, 14, Tai Yau Street, San Po Kong, Kowloon",27445151,27262331,general@wheeler.com.hk,14 Dec 2023,13 Dec 2026,01.10 Other Structural and Civil Trades :: Concrete repair | 02.06 Tanking and Waterproofing
R001633,Realty Cheng & Partners Construction Ltd,07030797,"Unit D, 10/F, Ford Glory Plaza, 37-39, Wing Hong Street, Cheung Sha Wan, Kowloon",23632691,27644996,realtycp@biznetvigator.com,13 Jan 2024,12 Jan 2027,01.02 Foundation and Piling | 01.09 General Civil Works | 01.10 Other Structural and Civil Trades :: Concrete repair | 02.03 Joinery and Carpentry | 02.04 Window Fabrication and Installation | 02.05 Shutters/Doors Fabrication and Installation | 02.06 Tanking and Waterproofing | 02.10 Other Finishing Trades and Components | 03.15 Plumbing | 04.04 Hoarding | 04.07 Temporary Protective and Safety Measures :: Temporary fences for unfenced edges | 04.08 Miscellaneous Cleaning Services :: Cleaning of completed building units prior to handing over to individual owners
R001751,Hong Kong Macau Construction Water Proof Company Limited,12128860,"Room 1 & 3, 8/F, Block B, Fuk Keung Industrial Building, 66-68, Tong Mi Road, Mongkok, Kowloon",23990292,23990623,info@hkmwaterproof.com,13 Jan 2024,12 Jan 2027,01.10 Other Structural and Civil Trades :: Concrete repair | 02.06 Tanking and Waterproofing
R002166,Hop Shing Engineering & Construction Co Limited,20002985,"Block B, 3/F, Ocean Industrial Building, 29, Tai Yip Street, Kwun Tong, Kowloon",25703759,25704329,vicky@hopshingengineering.com,25 May 2024,24 May 2027,01.10 Other Structural and Civil Trades :: Concrete repair | 02.06 Tanking and Waterproofing | 02.10 Other Finishing Trades and Components :: Others(Anti-Skid Surface Dressing) | 02.10 Other Finishing Trades and Components :: Others(Joint Sealant work)
R002206,United Construction Company Limited,14382177,"12/F, Fuk Wo Factory Building , 5, Sheung Hei Street, Wong Tai Sin, Kowloon",23880189,27823599,info@uccl.hk,25 May 2024,24 May 2027,"01.10 Other Structural and Civil Trades :: Concrete repair | 02.06 Tanking and Waterproofing | 03.08 Heating, Ventilation, and Air-conditioning"
R002322,Chematco Limited,12414479,"Part of 4-8 Wang Lee Street, Yuen Long Industrial Estate, Yuen Long, N.T.",23910371,23976226,info@chematco.com,17 Jun 2024,16 Jun 2027,01.10 Other Structural and Civil Trades :: Concrete repair | 02.10 Other Finishing Trades and Components :: Others(Epoxy flooring system)
R002657,Shing Hing Construction Engineering Company Limited,20049086,"Room 1703, 17/F, Tung Che Commercial Centre, 246, Des Voeux Road West, Central and Western, Hong Kong",29759078,28574223,shingeng@netvigator.com,11 Jan 2026,10 Jan 2029,01.10 Other Structural and Civil Trades :: Concrete repair | 02.06 Tanking and Waterproofing | 03.04 Electrical :: Electrical wiring | 03.04 Electrical :: General electrical installation | 03.04 Electrical :: Electrical control and power panel assembly | 03.15 Plumbing
R003017,Hop Lee Engineering Company Limited,32896673,"Flat D, 4/F, On Hang Industrial Centre, 18, Yip Cheong Street, Fanling, N.T.",27994289,27592238,hoplee814@gmail.com,29 Sep 2023,28 Sep 2026,"01.10 Other Structural and Civil Trades :: Concrete repair | 02.02 Marble, Granite and Stone Work | 02.04 Window Fabrication and Installation | 02.06 Tanking and Waterproofing | 03.04 Electrical | 03.15 Plumbing"
R003235,Yuk Sing Engineering Co.,21827093,"Room B, 7/F, Mow Shing Centre, 118, Bedford Road, Tai Kok Tsui, Kowloon",23876832,23876229,yuksing888@biznetvigator.com,26 Mar 2024,25 Mar 2027,01.10 Other Structural and Civil Trades :: Concrete repair | 02.06 Tanking and Waterproofing
R003353,GrowTech Limited,31957903,"Room 18, 14/F, Block A, Wah Lok Industrial Centre, 37-41, Shan Mei Street, Fo Tan, New Territories",23055222,23055220,info@growseal.com,24 Jul 2024,23 Jul 2027,01.10 Other Structural and Civil Trades :: Concrete repair | 02.06 Tanking and Waterproofing
R003441,Fyfe (Hong Kong) Limited,34900226,"Unit 7, 20/F, Block B, New Trade Plaza, 6, On Ping Street, Shatin, New Territories",35795588,35795599,jwang@azuria.com,28 Sep 2025,27 Sep 2028,01.10 Other Structural and Civil Trades :: Concrete repair | 01.10 Other Structural and Civil Trades :: Others(Cathodic Protection System) | 02.10 Other Finishing Trades and Components :: Fiber reinforced plastic panels | 03.04 Electrical :: Electrical wiring | 03.04 Electrical :: General electrical installation | 03.04 Electrical :: Electrical control and power panel assembly | 04.06 Temporary Electricity Installations
R003585,Glorich Engineering Limited,32339314,"Room 1125-1127, 11/F, Chun Shing Factory Estate, 85-89, Kwai Fuk Road, Kwai Tsing, N.T.",24078389,24078489,gloricheng@yahoo.com.hk,5 Feb 2026,4 Feb 2029,01.10 Other Structural and Civil Trades :: Concrete repair | 02.06 Tanking and Waterproofing | 02.10 Other Finishing Trades and Components :: Glazier work | 03.04 Electrical :: Electrical wiring | 03.04 Electrical :: General electrical installation | 03.04 Electrical :: Electrical control and power panel assembly | 04.05 Temporary Water Supply Installations | 04.06 Temporary Electricity Installations
R003624,BMS Building Materials & Services Limited,15882398,"Room 10, 15/F, Block 2, Tak Fung Industrial Centre, 168, Texaco Road, Tsuen Wan, N.T.",24082183,24068284,bmsbtc12@netvigator.com,5 Feb 2023,4 Feb 2026,01.10 Other Structural and Civil Trades :: Concrete repair | 02.06 Tanking and Waterproofing
R003628,Stress (Far East) Limited,16042993,"Room 11, 18/F, Phase 2, Metro Centre , 21, Lam Hing Street, Kwun Tong, Kowloon",27079472,23664621,stress@sfeafe.com,5 Feb 2026,4 Feb 2029,01.10 Other Structural and Civil Trades :: Concrete repair | 02.06 Tanking and Waterproofing | 03.04 Electrical
R003708,GreenWalls Bioengineering (HK) Limited,32983399,"Flat C, 19/F, Manly Commercial Building, No. 15, Soy Street, Yau Tsim Mong, Kowloon",27116288,27112833,admin@greenwalls.com.hk,12 May 2026,11 May 2029,01.10 Other Structural and Civil Trades :: Concrete repair | 02.06 Tanking and Waterproofing
R003957,K-Peak Co Ltd,07567748,"Unit 1, 12/F, Lee Sum Factory Building, 23, Sze Mei Street, Wong Tai Sin, Kowloon",27200256,27854799,admin@k-peak.com.hk,2 Mar 2024,1 Mar 2027,01.10 Other Structural and Civil Trades :: Concrete repair | 03.15 Plumbing
R004602,Wah Fung (Hong Kong) Engineering Limited,34939295,"Room 11, G/F, Fu Wing House, Tai Wo Hau Estate, Tsuen Wan, New Territories",26658181,26658585,wahfung_hk@yahoo.com.hk,6 Jul 2026,5 Jul 2029,01.10 Other Structural and Civil Trades :: Concrete repair
R005287,On Way Construction Company Limited,35873680,"Shop 2, G/F, Po On Court, 1, Po On Road, Sham Shui Po, Kowloon",22455001,22455003,onwayltd@biznetvigator.com,13 Dec 2023,12 Dec 2026,01.10 Other Structural and Civil Trades :: Concrete repair | 02.03 Joinery and Carpentry | 02.10 Other Finishing Trades and Components | 04.04 Hoarding
R005321,D & D Engineering Limited,50486618,"Flat E, 2/F, Hop Hing Industrial Building, 704, Castle Peak Road, Sham Shui Po, Kowloon",23340488,31150859,info@ddengltd.com,13 Dec 2023,12 Dec 2026,01.10 Other Structural and Civil Trades :: Concrete repair | 02.06 Tanking and Waterproofing
R005410,Diamond Term Decoration Limited,35916658,"Unit 476, 4/F, Tai Shing Factory Building, 273-279, Un Chau Street, Cheung Sha Wan, Kowloon",23322840,23328874,info@diamond-decor.com.hk,5 Jan 2024,4 Jan 2027,01.10 Other Structural and Civil Trades :: Concrete repair | 03.04 Electrical :: General electrical installation
R005437,Wong Fu Engineering Company Limited,20575057,"Room A, 9/F, Island Industrial Building, 81-87, Tung Chau Street, Sham Shui Po, Kowloon",27591313,27989866,info@wongfuco.com.hk,5 Jan 2025,4 Jan 2028,01.10 Other Structural and Civil Trades :: Concrete repair | 02.06 Tanking and Waterproofing | 03.04 Electrical | 03.04 Electrical :: Electrical wiring | 03.04 Electrical :: General electrical installation | 03.04 Electrical :: Electrical control and power panel assembly
R005918,Lee Rise Company Limited trading as Technicient Engineering Co,08783779,"Room 903, 9/F, Wanchai Central Building, 78, Lockhart Road, Wanchai, Hong Kong",25190088,28028786,tnt01hk@gmail.com,7 Jul 2024,6 Jul 2027,01.10 Other Structural and Civil Trades :: Concrete repair | 02.06 Tanking and Waterproofing
R005936,Advance Technical Engineering Services Co. Limited,37505881,"Room 811, 8/F, Tsim Sha Tsui Centre East Wing, 66, Mody Road, Yau Tsim Mong, Kowloon",23693399,30079231,info@atesco.com.hk,2 Aug 2025,1 Aug 2028,01.10 Other Structural and Civil Trades :: Concrete repair | 01.10 Other Structural and Civil Trades :: Others(Cathodic Protection System)
R005975,Wah Wan Engineering Company Limited,52249565,"Suite 2401, 24/F, China Insurance Group Building, 141, Des Voeux Road Central, Central, Hong Kong",26612822,,wahwanengcoltd@gmail.com,2 Aug 2024,1 Aug 2027,01.10 Other Structural and Civil Trades :: Concrete repair | 01.10 Other Structural and Civil Trades :: Others(Concrete Coring & Saw Cutting) | 02.10 Other Finishing Trades and Components :: Miscellaneous work
R007398,Bokeen Engineering Limited,37946722,"Room 1118, 11/F, Liven House, 61-63, King Yip Street, Kwun Tong, Kowloon",96961428,30115396,bokeenel@yahoo.com.hk,16 Jan 2026,15 Jan 2029,01.10 Other Structural and Civil Trades :: Concrete repair | 02.06 Tanking and Waterproofing
R008195,New Mountain Engineering Limited,63418351,"Room 1202, 12/F, Shiu Fat Industrial Building, 139, Wai Yip Street, Kwun Tong, Kowloon",39552198,30115027,newmountaineng@gmail.com,29 May 2024,28 May 2027,01.10 Other Structural and Civil Trades :: Concrete repair | 02.06 Tanking and Waterproofing | 04.08 Miscellaneous Cleaning Services
R008336,"Right Faith Construction Co., Limited",63421865,"Room D, 11/F, Phase 1, Kaiser Estate, No.41, Man Yue Street, Kowloon City, Kowloon",23141645,21105014,rightfaith01@gmail.com,20 Aug 2024,19 Aug 2027,"01.10 Other Structural and Civil Trades :: Concrete repair | 02.02 Marble, Granite and Stone Work | 02.03 Joinery and Carpentry | 02.04 Window Fabrication and Installation | 02.05 Shutters/Doors Fabrication and Installation | 02.06 Tanking and Waterproofing | 02.10 Other Finishing Trades and Components | 03.08 Heating, Ventilation, and Air-conditioning | 03.15 Plumbing"
R008577,Most Promising Holdings Limited,39450894,"Room A, 19/F, Arthur Commercial Building, 33, Arthur Street, Yau Ma Tei, Kowloon",92288723,23841496,mostpromising@gmail.com,22 Dec 2023,21 Dec 2026,01.10 Other Structural and Civil Trades :: Concrete repair | 02.06 Tanking and Waterproofing
R009021,Wing Keung Contractors Co,19038957,"Block C, 11/F, Stage 2, Kai Tak Factory Building, 99, King Fuk Street, Wong Tai Sin, Kowloon",23958340,23990625,admin@wingkeunghk.com,26 Aug 2026,25 Aug 2029,01.10 Other Structural and Civil Trades :: Concrete repair | 02.06 Tanking and Waterproofing
R009129,Merman Technology Company Limited,33770523,"Room 706A, 7/F, Harbour Crystal Centre, 100, Granville Road, Tsim Sha Tsui, Kowloon",81990741,81990741,general@mermantech.com,24 Nov 2021,23 Nov 2026,01.10 Other Structural and Civil Trades :: Concrete repair
R009798,Prudence Engineering Limited,20391500,"Room A, 29/F, Shield Industrial Centre, 84-92, Chai Wan Kok Street, Tsuen Wan, N.T.",25056005,28979100,eng@prudence.com.hk,19 Jul 2024,18 Jul 2027,01.10 Other Structural and Civil Trades :: Concrete repair | 02.06 Tanking and Waterproofing
R010201,Kingsley Specialist Engineering Limited,51482974,"Room 27-28, 9/F, Corporation Park, 11, On Lai Street, Shatin, N.T.",26361903,26361905,kingsley@kselhk.com,19 Dec 2025,18 Dec 2028,01.10 Other Structural and Civil Trades :: Concrete repair | 02.06 Tanking and Waterproofing
R010664,May Tik Decoration Company Limited,34212023,"Flat D, 6/F, Houston Industrial Building, 32-40, Wang Lung Street, Tsuen Wan, N.T.",24138866,24992829,mtdec@maytik.com.hk,12 Sep 2023,11 Sep 2026,01.10 Other Structural and Civil Trades :: Concrete repair
R010961,Balance Engineering Limited,70130293,"Room 613 & 615, 6/F, 99 Commons, 99, Pui To Road, Tuen Mun, N.T.",36145094,,account@balanceeng.hk,27 Mar 2024,26 Mar 2027,"01.10 Other Structural and Civil Trades :: Concrete repair | 02.02 Marble, Granite and Stone Work :: Marble/granite work | 02.03 Joinery and Carpentry :: Cabinetry | 02.06 Tanking and Waterproofing"
R011209,Creative Construction (Hong Kong) Company Limited,31734442,"Room A1, 3/F, On Tat Industrial Building, 3-5, Pat Tat Street, Wong Tai Sin, Kowloon",23670818,27213871,creative2318@yahoo.com.hk,30 Jul 2024,29 Jul 2027,"01.10 Other Structural and Civil Trades :: Concrete repair | 02.06 Tanking and Waterproofing | 03.04 Electrical | 03.08 Heating, Ventilation, and Air-conditioning"
R011452,THF Engineering Company Limited,62159409,"Room 1722-1723A, 17/F, Landmark North, 39, Lung Sum Avenue, North, N.T.",21551883,27282422,info@thf.hk,29 Oct 2025,28 Oct 2028,"01.10 Other Structural and Civil Trades :: Concrete repair | 02.05 Shutters/Doors Fabrication and Installation | 02.05 Shutters/Doors Fabrication and Installation :: Stainless steel door | 02.06 Tanking and Waterproofing | 02.10 Other Finishing Trades and Components :: Glazier work | 03.04 Electrical | 03.04 Electrical :: Electrical wiring | 03.04 Electrical :: General electrical installation | 03.04 Electrical :: Electrical control and power panel assembly | 03.08 Heating, Ventilation, and Air-conditioning | 03.08 Heating, Ventilation, and Air-conditioning :: Sheet metal and ducting | 03.21 Other E&M Trades :: Signage | 04.06 Temporary Electricity Installations"
